index,u,y
249,0.37987676,-3.7663955
250,0.42463291,1.21369673
251,0.531410846,2.6129257
252,0.868882316,-1.99269827
253,0.0401206366,1.84563668
254,0.459121075,0.13350944
255,0.554109227,-0.641985567
256,0.17770032800000002,3.64596051
257,0.573156593,-2.88524392
258,0.335923889,0.579150547
259,0.666282014,0.558425995
260,0.240806545,0.6965386640000001
261,0.45221271399999996,0.136552011
262,0.806828135,0.136525762
263,0.7041478240000001,0.192169057
264,0.638263322,-2.49728891
265,0.5639533729999999,1.38735914
266,0.6850248720000001,0.585462384
267,0.6861269740000001,-0.0375437223
268,0.545798861,0.887654567
269,0.289662492,-0.71022668
270,0.9892890879999999,-1.09728564
271,0.9434624070000001,1.98283106
272,0.292471508,-1.96696346
273,0.326805334,-2.26514111
274,0.58736185,1.9009459
275,0.329437915,0.210184735
276,0.829640707,-1.15885597
277,0.315550305,3.93819795
278,0.135824202,-1.78008294
279,0.5815330470000001,-0.20614241
280,0.518596572,3.08939473
281,0.0926847917,-1.51965496
282,0.477988024,-0.751317345
283,0.718925367,3.74099076
284,0.9273709109999999,-1.48790361
285,0.8320600309999999,0.137328284
286,0.143107071,3.19137197
287,0.9610103729999999,-2.62867935
288,0.923889973,2.92935891
289,0.309595272,1.66420091
290,0.0230720487,-4.47729274
291,0.9739591390000001,2.20920571
292,0.886988626,3.36363703
293,0.817769628,-3.15420155
294,0.380031268,1.41883777
295,0.28465243,1.94408747
296,0.36193547299999995,-2.54967081
297,0.218289449,0.955828052
298,0.283157581,2.19512795
299,0.7521587059999999,-2.19491352
300,0.913944703,3.49085678
301,0.482704885,1.05011565
302,0.7350917140000001,-1.92737898
303,0.302972896,4.72507046
304,0.262700566,-1.54886528
305,0.473033445,-1.32483976
306,0.920391365,1.78427303
307,0.5940485879999999,1.00872742
308,0.271034576,-2.72494441
309,0.223542385,1.7215155
310,0.58195398,-0.905116777
311,0.40860867100000003,0.237256495
312,0.164634062,0.40827307399999996
313,0.0100846218,-1.81460676
314,0.307370019,-0.0269069732
315,0.17641104300000002,0.32507511899999997
316,0.64648351,-1.34174808
317,0.7050077509999999,0.887968223
318,0.0790173422,2.67006245
319,0.0300292617,-2.11972479
320,0.19403094199999998,1.33027671
321,0.862018264,1.71126312
322,0.789678386,-0.09764901699999999
323,0.52761427,2.35581155
324,0.0581710897,0.30007555
325,0.00792722077,-2.10586813
326,0.137535271,0.144922033
327,0.379625779,0.24483406800000002
328,0.310493465,-0.126499153
329,0.752882409,0.286468397
330,0.7673753590000001,1.10849826
331,0.9069512120000001,-1.33510339
332,0.79890151,1.10461513
333,0.858517049,2.03635877
334,0.27372692,-0.18982548
335,0.59771218,-0.617160199
336,0.633167758,1.39105742
337,0.768047223,-1.40686406
338,0.9918955340000001,-0.249269405
339,0.790922034,2.76611443
340,0.0134099882,0.8687082709999999
341,0.612264916,-2.32021377
342,0.657245871,3.1344046
343,0.869021873,0.358626991
344,0.12243951199999999,-0.312713408
345,0.403969491,-0.0517575852
346,0.27562839899999997,3.14101677
347,0.257761836,-0.8006354090000001
348,0.9589617570000001,1.12241845
349,0.811722831,2.98868973
350,0.9294730309999999,-0.962444135
351,0.731401588,0.9604854340000001
352,0.601614688,0.035368571200000004
353,0.907588979,0.189456294
354,0.475238971,2.03445758
355,0.665388077,0.124358378
356,0.8883685459999999,0.39420188799999994
357,0.330658866,4.02240102
358,0.5950836389999999,-0.257346959
359,0.332187208,2.41987635
360,0.627336605,1.24063848
361,0.44827153700000005,-1.5489396
362,0.40238048200000004,-0.11385204199999999
363,0.131990061,0.688548332
364,0.482220816,-1.69903026
365,0.464204664,0.07852745230000001
366,0.38488005299999994,0.54771366
367,0.9633261940000001,-1.25560113
368,0.87708836,3.57204339
369,0.177831878,-0.0358258407
370,0.6136894420000001,-1.02185206
371,0.224506502,2.60122983
372,0.40074194799999996,-1.40198598
373,0.27792432100000003,-0.753661892
374,0.433301561,1.4769563
375,0.838874827,-0.995021678
376,0.7624590520000001,-0.377618065
377,0.6964405440000001,1.83293102
378,0.232650265,-0.293016573
379,0.427567689,-0.33619425700000005
380,0.42437083700000006,1.6320232
381,0.366778713,-0.962271407
382,0.43099166299999997,1.29108983
383,0.434333819,1.02559672
384,0.55095509,-0.50917896
385,0.954046191,0.0383908922
386,0.00407892588,2.19956945
387,0.586345232,-1.09645766
388,0.54286532,3.1958254
389,0.158471846,1.18643685
390,0.10806172,-4.37705815
391,0.735036061,0.292599851
392,0.341722415,3.26227837
393,0.72079595,-4.19290597
394,0.325059174,1.89478779
395,0.662105311,2.15832434
396,0.21113064399999998,-0.9058724859999999
397,0.0476406111,2.59541573
398,0.549718739,0.268891914
399,0.21695657399999999,0.398246515
400,0.300702963,-0.875358382
401,0.9973870770000001,0.227063698
402,0.177471322,3.15365688
403,0.427685795,-1.67318349
404,0.894358222,3.24920156
405,0.064648918,3.09752165
406,0.498712,-3.52487082
407,0.54493919,3.48592959
408,0.08647482320000001,1.72624696
409,0.511614778,-4.485543
410,0.6482024470000001,3.74152692
411,0.79020403,0.8914670509999999
412,0.998057172,-1.22046981
413,0.817928234,3.40380265
414,0.9358919720000001,0.184894749
415,0.230704623,-0.614064845
416,0.7923636479999999,1.3312164
417,0.694926708,1.25757646
418,0.9042971890000001,-1.85962909
419,0.75904662,3.34252103
420,0.578447519,0.292956995
421,0.425279516,1.0262296
422,0.47293089899999996,1.23232237
423,0.959873913,0.951091415
424,0.282223176,0.9237737690000001
425,0.806254727,-1.83320472
426,0.7040349029999999,0.703484896
427,0.849558606,1.64253001
428,0.9474734640000001,0.622063359
429,0.5696459420000001,3.9608617
430,0.809899617,0.7114684179999999
431,0.40613356700000003,1.25840459
432,0.32140133,-0.25235362699999997
433,0.483815745,-0.600237541
434,0.36966782299999995,0.46285515
435,0.365096883,0.5014191370000001
436,0.417145275,-1.53606237
437,0.13489657900000002,1.10431162
438,0.482396334,-1.053207
439,0.9930782340000001,0.287402573
440,0.604459809,3.9812396
441,0.44860648399999997,-0.8507421479999999
442,0.7986734529999999,-1.2985243
443,0.858503303,1.49647787
444,0.165660571,-1.14475382
445,0.253092582,-0.862311727
446,0.41641631799999995,3.98555887
447,0.337290686,-0.534443247
448,0.31402344,-2.33664101
449,0.0851969855,2.37120572
450,0.321736511,-1.23670697
451,0.244635285,0.695132805
452,0.246164682,1.7621205
453,0.118517031,-0.380353902
454,0.590790492,0.0281624688
455,0.582657376,2.13360625
456,0.0483135126,-0.172698619
457,0.665840631,-0.385994547
458,0.011597620500000001,3.08368007
459,0.498747358,-3.10598185
460,0.17290677,1.18701591
461,0.15103377199999998,1.50861299
462,0.188237757,-1.6404548
463,0.41129265,0.901897231
464,0.53408235,0.9342825309999999
465,0.533299096,-1.27134432
466,0.197088989,1.31731763
467,0.426095719,-0.391094365
468,0.912349245,-0.252126226
469,0.145126745,2.64642343
470,0.459197257,-1.74668195
471,0.7637492579999999,2.46272761
472,0.425787105,1.86663337
473,0.774484142,-3.57170907
474,0.29901057,2.11068074
475,0.954460043,0.7717839679999999
476,0.223257672,0.7410420759999999
477,0.7235685190000001,-0.117021075
478,0.764283794,1.58633378
479,0.799312068,0.37078305100000003
480,0.583783037,0.11260750900000001
481,0.450340891,1.95791397
482,0.55339614,-0.25090764600000004
483,0.613311526,1.48475389
484,0.8895297409999999,-0.622801932
485,0.0201522945,-0.338358891
486,0.21317206100000002,-1.51906538
487,0.441324855,2.05594888
488,0.308373595,1.13793428
489,0.428847497,-0.8325189959999999
490,0.24601761800000002,2.63650478
491,0.352019908,0.940834955
492,0.0699497957,0.24246234
493,0.5553541320000001,-0.377096562
494,0.103697661,0.49407135
495,0.26352498,-0.23005651100000002
496,0.7428761420000001,1.42972323
497,0.7852860220000001,2.38433401
498,0.268817346,0.249599342
499,0.7889429309999999,-0.810080895
500,0.13106848,2.26917826
501,0.387748442,-3.50896779
502,0.560910327,1.07069938
503,0.600658485,0.665487626
504,0.338364148,-2.60591772
505,0.10139749,1.89597654
506,0.36328735100000004,1.83099468
507,0.948844053,0.105442135
508,0.9310037179999999,2.72832663
509,0.12562271,0.794147708
510,0.5266494,-3.3695853
511,0.164492469,3.25176382
512,0.560761785,-2.13743947
513,0.9076325059999999,-1.27956191
514,0.7948756490000001,2.52536384
515,0.374924119,-0.552141928
516,0.921605745,-0.942129714
517,0.0913203622,3.48374177
518,0.0820838456,-3.75377056
519,0.698257034,-1.44887639
520,0.0250370763,3.46872443
521,0.548337826,-5.36030046
522,0.5001420129999999,3.53802492
523,0.309113497,3.70013381
524,0.011481038899999999,-2.32424167
525,0.9137657309999999,0.0374243114
526,0.36400636700000005,4.55815401
527,0.651779168,-4.7594276
528,0.33660217200000003,2.00867677
529,0.299035857,2.25350823
530,0.304289293,-4.33388767
531,0.791518377,3.49761964
532,0.724751513,3.14701592
533,0.049530075800000004,-1.17347479
534,0.558228053,1.5391587
535,0.9580814390000001,2.55290889
536,0.7710267759999999,-0.024810269500000003
537,0.9067860940000001,1.82742041
538,0.805522113,5.5025915
539,0.136592882,-1.76345585
540,0.578422958,0.455452945
541,0.267170462,4.15658925
542,0.520987275,-0.5191171729999999
543,0.784227259,-0.140261786
544,0.312841682,1.41819254
545,0.22126686399999998,-2.26401369
546,0.538284978,1.54605258
547,0.851085665,2.62296474
548,0.804860658,-1.13883513
549,0.996212808,2.84903309
550,0.354870105,2.47260002
551,0.730354652,-2.76763011
552,0.580497417,0.550142514
553,0.8041776190000001,1.81270141
554,0.45735177,-2.28506254
555,0.39331147899999996,0.30863772
556,0.175236518,0.148550244
557,0.460429696,-2.40139006
558,0.493962966,1.48395071
559,0.718120509,0.48842951
560,0.424325335,0.557738921
561,0.144031503,-0.6468212729999999
562,0.0448303674,0.475673942
563,0.657451186,-0.657090676
564,0.08574043769999999,1.56898757
565,0.41581963299999997,0.174459633
566,0.9517275820000001,2.38509252
567,0.652882898,3.99975616
568,0.639035224,-0.768819314
569,0.493071262,1.84213327
570,0.304351582,1.80380086
571,0.503236601,-1.15561968
572,0.184139918,0.527587481
573,0.32854711,0.43928304
574,0.7277904470000001,-1.92877673
575,0.43352350700000003,3.94513128
576,0.577621216,0.672054178
577,0.164405075,-0.785106179
578,0.832468076,1.37274466
579,0.761491488,1.55942721
580,0.8471796979999999,1.87912806
581,0.432872906,1.32572647
582,0.985032366,0.119436389
583,0.549455259,2.32429828
584,0.578395443,-0.654471547
585,0.329523752,-0.893913355
586,0.136307662,0.8819478540000001
587,0.0385322135,-0.059263264
588,0.819623103,-0.982235092
589,0.41861888399999997,2.56214453
590,0.0924091128,-2.44960285
591,0.420438009,0.67105188
592,0.6981277359999999,2.66403443
593,0.549365872,0.9839634
594,0.6871788590000001,0.1848392
595,0.228012854,3.55927243
596,0.636205736,-2.5572754
597,0.945512991,1.60052214
598,0.507859539,2.80112529
599,0.40762983700000005,-2.02455585
600,0.70923905,2.33298417
601,0.70729161,1.90242232
602,0.260050593,0.18995236899999998
603,0.912109279,-0.521777708
604,0.730284989,3.46365492
605,0.17617979399999997,-0.343254687
606,0.275684202,-1.5148161
607,0.797061082,2.68674493
608,0.106031487,0.747205459
609,0.5505618179999999,-2.20214741
610,0.1463301,4.77289456
611,0.305547774,-1.14829581
612,0.277157472,-1.74388552
613,0.776772611,1.02203217
614,0.34138104399999997,0.744707425
615,0.8444336309999999,-2.01964511
616,0.406035094,3.92870966
617,0.8918096329999999,-1.21463303
618,0.373144859,0.166315206
619,0.05245226769999999,0.554501236
620,0.44095008799999996,-1.83961922
621,0.44275588899999996,3.3347576
622,0.485440625,0.730379887
623,0.08520301640000001,-1.07180676
624,0.6864219579999999,-0.112552554
625,0.9788610409999999,1.10465478
626,0.0942578019,-0.11566066300000001
627,0.785310167,-1.45716436
628,0.005572555999999999,3.23453007
629,0.038972161899999996,-2.46417352
630,0.0790849543,-0.727584375
631,0.525407593,2.24220017
632,0.6795200659999999,-0.189099556
633,0.813544397,-0.8530754979999999
634,0.619960477,4.04500148
635,0.33880044,0.20084391199999999
636,0.648730763,1.33985317
637,0.366481014,3.28962921
638,0.209520992,-0.43582569
639,0.0932291993,0.10377058300000001
640,0.6210469479999999,1.0654794
641,0.11336922599999999,-0.0395817266
642,0.664941902,-0.126121346
643,0.66512106,3.00823894
644,0.48132405,-1.08985079
645,0.965881998,-1.665971
646,0.853691842,1.7096609
647,0.416461363,-0.485104175
648,0.100945341,-1.22331594
649,0.646993858,2.1614009
650,0.453515579,2.33167147
651,0.33577462,-3.0326086
652,0.685767352,2.97808672
653,0.577440883,1.92337289
654,0.92687862,-2.33200276
655,0.015416783600000001,1.89302346
656,0.644964317,-1.14613126
657,0.565750756,1.08018294
658,0.437427743,2.60409342
659,0.34556791200000003,-0.590992589
660,0.21148375600000002,-0.454501204
661,0.920466032,0.990966885
662,0.49734248700000006,2.89940296
663,0.48415865700000005,0.409845887
664,0.200380575,1.22210577
665,0.263418635,0.38679965
666,0.770689972,-0.0872328507
667,0.910238762,1.83262717
668,0.7597996659999999,1.98435913
669,0.79302555,1.00773789
670,0.6980518109999999,2.67059919
671,0.8788860690000001,-0.795691075
672,0.7624851229999999,1.32047125
673,0.389895992,1.21948586
674,0.155005006,-1.46314585
675,0.524327613,0.739906264
676,0.5448476529999999,0.8687254790000001
677,0.94147066,-0.595741775
678,0.866840471,1.66757782
679,0.598091088,2.13229838
680,0.635373615,-0.283880082
681,0.310647263,1.83450668
682,0.0704333385,0.8433785770000001
683,0.887572052,-1.35839473
684,0.374911779,3.98269332
685,0.8582178079999999,-1.40243816
686,0.7357610490000001,1.42000944
687,0.13268728,1.42705617
688,0.711862598,-2.42038342
689,0.468315889,0.426821645
690,0.964419562,-1.5492139
691,0.432733518,-0.0492837492
692,0.924313995,1.16252278
693,0.7957688340000001,3.23785783
694,0.415041466,-1.07581127
695,0.76777813,0.51572094
696,0.6789375609999999,3.90219771
697,0.6643883979999999,-0.58791191
698,0.794355307,-0.0782178654
699,0.0678545688,1.67291405
700,0.034885979,-4.35786531
701,0.605306434,0.910271438
702,0.946783325,3.57072023
703,0.470796265,-0.21447541399999998
704,0.328728857,-0.46752517899999996
705,0.163326454,2.24224956
706,0.555252155,-2.37512361
707,0.991007732,1.44368065
708,0.454074982,3.34674967
709,0.804743924,-1.42341258
710,0.500713038,0.961055236
711,0.514343649,-0.178858952
712,0.929710099,-1.50098067
713,0.360515759,4.56368381
714,0.421766656,-1.76478594
715,0.729073361,-1.36364203
716,0.09433824619999999,0.8552681609999999
717,0.468468093,-1.59319253
718,0.983383881,-0.62229078
719,0.0750622334,4.4710267
720,0.0550684223,-4.05953077
721,0.662897397,1.18430164
722,0.273679288,3.47028103
723,0.45494373299999996,-3.75693042
724,0.500191517,1.69631474
725,0.345612209,4.95978294
726,0.09614424640000001,-2.61484716
727,0.469549372,2.05929673
728,0.8186105840000001,1.55554583
729,0.495395863,-2.77769178
730,0.548893634,1.1842874
731,0.432470798,2.08354596
732,0.6753277759999999,-1.9138427
733,0.360901064,1.8427101
734,0.844439715,1.49940394
735,0.81435012,-0.580546978
736,0.853115863,2.54385678
737,0.531959183,1.64117177
738,0.0362366324,-1.02930408
739,0.43405419700000003,0.700604096
740,0.152138564,0.7522245790000001
741,0.963817789,-2.17685677
742,0.388215939,2.17399822
743,0.921653374,-1.57263118
744,0.959257247,-0.6218710270000001
745,0.23923678399999998,1.95542945
746,0.851326963,-3.31087951
747,0.85817127,2.04857983
748,0.22690257100000003,0.24722703199999999
749,0.766857461,-2.38735506
750,0.45494959100000004,5.11379396
751,0.362880369,0.368230192
752,0.9748181220000001,-2.23931459
753,0.239715172,3.81308463
754,0.055222578,-3.84543261
755,0.541474082,0.014402134799999999
756,0.718205627,3.42605331
757,0.220314194,-1.88744474
758,0.269662506,-2.84192073
759,0.006364117809999999,3.50189132
760,0.565926935,-3.90418411
761,0.838746812,0.970023403
762,0.36681126399999997,4.88101106
763,0.24356892300000002,-2.40365127
764,0.343279861,-0.102333997
765,0.415244254,3.1865208
766,0.359622514,-3.46318066
767,0.535852639,0.7885065379999999
768,0.0223032895,0.41192284
769,0.763958409,-3.44566115
770,0.900219208,5.45627478
771,0.319220779,2.7053914
772,0.682720051,-1.43587159
773,0.027350097599999998,1.70729874
774,0.850572294,-1.62301548
775,0.0447790518,0.753099595
776,0.71317298,-1.43745801
777,0.914863202,0.415543355
778,0.530279788,-0.166029999
779,0.7188077829999999,0.82493998
780,0.136589354,1.61260713
781,0.383744033,-0.24744331
782,0.152982584,-0.00772456627
783,0.21253113399999998,0.403989827
784,0.276649934,0.013446361200000001
785,0.367867541,-0.110394631
786,0.875137953,0.12510196
787,0.269607586,1.81756906
788,0.519554316,-1.0397158
789,0.537982198,2.55655536
790,0.0653003591,2.04483019
791,0.529075518,-2.31682408
792,0.636076066,3.35072078
793,0.779564321,0.44113679
794,0.8261680859999999,-1.85978043
795,0.532623146,2.90326238
796,0.8081708059999999,1.69869068
797,0.14548065599999999,0.48832186200000005
798,0.272286734,-0.5235950229999999
799,0.531003084,-1.27441064
800,0.929616639,4.11910008
801,0.515574723,0.0897514281
802,0.564435876,-1.36927873
803,0.68208248,1.11785664
804,0.933660721,1.18080975
805,0.851483834,-0.484774065
806,0.883017497,2.85949184
807,0.466054951,1.99107383
808,0.91216764,1.1208281
809,0.9917677909999999,2.0632845
810,0.93115178,2.19301592
811,0.0270778306,0.9704278590000001
812,0.9066752690000001,0.22409516399999999
813,0.8182545170000001,3.07952776
814,0.35383080899999997,0.790490733
815,0.0518121078,-0.653560025
816,0.0131000499,1.26668086
817,0.981848264,0.0439992686
818,0.842603078,3.11600565
819,0.647322896,-0.985484954
820,0.167220554,-1.25893136
821,0.34131747,0.68386488
822,0.48309340700000003,1.24189921
823,0.84905548,0.23899459
824,0.7887100779999999,1.99226704
825,0.562694916,1.87510378
826,0.025269100200000002,0.8233934
827,0.135539257,0.967695588
828,0.353379744,1.66301002
829,0.8489889009999999,-0.351703069
830,0.274243387,2.45832037
831,0.469503934,-0.125857675
832,0.9058345859999999,2.08969126
833,0.18421080399999998,4.45201468
834,0.429307425,-2.9631211
835,0.059966782999999996,3.36544863
836,0.24879099100000002,-0.29650159600000003
837,0.8810773590000001,-0.43607857299999997
838,0.30972536300000003,3.90170443
839,0.49022660100000004,-1.37740166
840,0.47540779899999996,-1.59778779
841,0.824151348,2.58253531
842,0.37177196100000004,0.0502975917
843,0.269010464,-0.391981264
844,0.00023314477599999998,2.44631558
845,0.45601997299999997,-0.537151835
846,0.34234696200000003,0.80128747
847,0.34459072399999996,1.95515395
848,0.562808651,-1.06495042
849,0.35343125700000005,0.558525003
850,0.874258742,0.231968211
851,0.44365562799999997,0.290849192
852,0.57607229,1.25228
853,0.790006243,0.669045248
854,0.19862684,1.26456472
855,0.15071915,-0.9819624709999999
856,0.88036771,-0.264056435
857,0.409922816,2.92249706
858,0.7875491029999999,-0.176802813
859,0.747528778,-0.0458260229
860,0.911414423,2.7292844
861,0.177602591,-0.553822664
862,0.024173067200000002,1.09703657
863,0.257539206,1.17804647
864,0.720304718,-0.914851069
865,0.489643874,2.42230084
866,0.0571750338,0.0539815606
867,0.30183586,-2.89891652
868,0.00246749781,0.973043986
869,0.256616875,-1.16441096
870,0.40181494,0.881582425
871,0.0181922025,0.676662502
872,0.986544744,-0.939936697
873,0.409433361,2.91120819
874,0.42995503,-0.745730667
875,0.26921268800000003,-0.273163358
876,0.79344836,0.875025705
877,0.29829354399999997,-1.21471357
878,0.0952424645,-2.82787037
879,0.758931835,1.97531739
880,0.557692273,0.380329386
881,0.418637462,-0.415049678
882,0.777040886,0.58707499
883,0.478505354,1.88465141
884,0.850933591,-2.41731514
885,0.718424176,2.29447083
886,0.30099049,1.21287205
887,0.0140093821,-2.69618024
888,0.276292004,1.60858953
889,0.33972534600000004,0.836739879
890,0.635168277,-1.43172098
891,0.856759075,1.21754243
892,0.099924205,0.833003904
893,0.45780983700000005,-1.90885957
894,0.779877275,2.85221712
895,0.502044308,3.43608465
